Transaction ID,Date,Time,Day,Product,Category,Quantity,Unit Price (£),Promotion,Stock Before Sale,Waste Quantity,Staff on Shift,Checkout Wait (mins),Revenue (£),Hours
T00941,18/06/2026,18:05,Thursday,Cola 2L,Drinks,1,£1.75,No,9,0,7,5.4,£1.75,18
T00942,21/06/2026,19:45,Sunday,Chocolate Cookies,Bakery,2,£1.69,No,4,0,7,4.6,£3.38,19
T00943,16/08/2026,12:15,Sunday,Tomatoes,Fresh Produce,4,£1.27,Yes,5,0,8,5.4,£5.08,12
T00944,29/06/2026,17:40,Monday,Milk 2L,Dairy,1,£1.55,No,35,0,8,4.9,£1.55,17
T00945,06/08/2026,13:55,Thursday,Milk 2L,Dairy,1,£1.55,No,25,0,8,6.4,£1.55,13
T00946,03/08/2026,13:05,Monday,Greek Yogurt,Dairy,1,£1.85,No,54,0,7,6.1,£1.85,13
T00947,25/08/2026,17:25,Tuesday,Ice Cream,Frozen,2,£3.95,No,44,0,7,5.4,£7.90,17
T00948,12/06/2026,18:05,Friday,Bottled Water 6pk,Drinks,1,£2.49,No,7,0,7,6.5,£2.49,18
T00949,13/07/2026,21:50,Monday,Bin Bags,Household,1,£2.69,No,22,0,4,2.9,£2.69,21
T00950,07/07/2026,19:25,Tuesday,Bottled Water 6pk,Drinks,1,£2.49,No,35,0,7,4.1,£2.49,19
T00951,11/07/2026,13:20,Saturday,White Bread,Bakery,1,£1.18,Yes,18,0,8,5.7,£1.18,13
T00952,04/06/2026,19:35,Thursday,Frozen Chips,Frozen,3,£2.25,No,12,0,6,4.5,£6.75,19
T00953,26/08/2026,17:20,Wednesday,Ice Cream,Frozen,2,£3.95,No,7,0,6,4.1,£7.90,17
T00954,08/08/2026,11:35,Saturday,Bottled Water 6pk,Drinks,1,£2.49,No,24,0,7,1.4,£2.49,11
T00955,11/08/2026,17:30,Tuesday,Croissants,Bakery,2,£1.69,Yes,13,2,8,5.3,£3.38,17
T00956,01/06/2026,19:35,Monday,Cola 2L,Drinks,1,£1.49,Yes,46,0,8,4.5,£1.49,19
T00957,29/07/2026,19:45,Wednesday,Tomatoes,Fresh Produce,1,£1.49,No,46,3,7,6.2,£1.49,19
T00958,01/08/2026,16:15,Saturday,Cheddar Cheese,Dairy,1,£2.37,Yes,12,0,6,1.1,£2.37,16
T00959,29/08/2026,19:15,Saturday,Milk 2L,Dairy,1,£1.32,Yes,57,0,6,6.3,£1.32,19
T00960,09/07/2026,17:20,Thursday,Frozen Pizza,Frozen,1,£3.49,No,47,0,7,4.1,£3.49,17
T00961,22/08/2026,12:00,Saturday,Chocolate Cookies,Bakery,3,£1.69,No,47,0,8,4.8,£5.07,12
T00962,12/07/2026,19:25,Sunday,Croissants,Bakery,1,£1.99,No,14,0,6,4.2,£1.99,19
T00963,10/06/2026,16:25,Wednesday,Croissants,Bakery,1,£1.99,No,14,0,7,2.5,£1.99,16
T00964,29/07/2026,19:30,Wednesday,Kitchen Roll,Household,1,£3.29,No,15,0,8,6.3,£3.29,19
T00965,21/06/2026,17:00,Sunday,Orange Juice,Drinks,1,£1.89,No,21,0,9,3.9,£1.89,17
T00966,18/08/2026,20:55,Tuesday,Bananas,Fresh Produce,1,£0.95,No,36,0,5,3.3,£0.95,20
T00967,25/07/2026,13:10,Saturday,Bananas,Fresh Produce,2,£0.95,No,27,1,7,4.4,£1.90,13
T00968,25/08/2026,18:55,Tuesday,Frozen Pizza,Frozen,1,£2.97,Yes,8,0,9,2.7,£2.97,18
T00969,23/08/2026,17:00,Sunday,Bottled Water 6pk,Drinks,1,£2.12,Yes,39,0,8,3.6,£2.12,17
T00970,24/07/2026,16:15,Friday,Orange Juice,Drinks,2,£1.89,No,44,0,7,2.1,£3.78,16
T00971,12/07/2026,12:50,Sunday,Bottled Water 6pk,Drinks,2,£2.12,Yes,59,0,8,5.3,£4.24,12
T00972,03/08/2026,18:05,Monday,Bananas,Fresh Produce,1,£0.95,No,41,3,9,2.8,£0.95,18
T00973,03/08/2026,19:20,Monday,Croissants,Bakery,1,£1.99,No,41,0,7,3.4,£1.99,19
T00974,15/08/2026,18:20,Saturday,Bananas,Fresh Produce,1,£0.95,No,32,0,7,4.5,£0.95,18
T00975,28/06/2026,19:20,Sunday,Bananas,Fresh Produce,3,£0.95,No,55,0,6,5.1,£2.85,19
T00976,03/07/2026,13:40,Friday,Chocolate Cookies,Bakery,3,£1.69,No,37,0,9,5.2,£5.07,13
T00977,05/08/2026,17:00,Wednesday,Milk 2L,Dairy,3,£1.55,No,10,0,9,4.2,£4.65,17
T00978,02/06/2026,13:25,Tuesday,Ice Cream,Frozen,1,£3.36,Yes,57,1,6,6.3,£3.36,13
T00979,08/08/2026,19:05,Saturday,Tomatoes,Fresh Produce,1,£1.27,Yes,17,0,8,5.5,£1.27,19
T00980,10/07/2026,18:10,Friday,Kitchen Roll,Household,1,£3.29,No,31,0,6,3.3,£3.29,18
T00981,26/08/2026,18:15,Wednesday,Chocolate Cookies,Bakery,1,£1.69,No,13,0,6,3.8,£1.69,18
T00982,27/08/2026,13:30,Thursday,Washing Liquid,Household,1,£3.39,Yes,11,0,9,6.3,£3.39,13
T00983,04/08/2026,14:45,Tuesday,Cheddar Cheese,Dairy,2,£2.37,Yes,16,0,6,2.7,£4.74,14
T00984,23/07/2026,13:05,Thursday,Chocolate Cookies,Bakery,1,£1.69,No,47,0,6,3.3,£1.69,13
T00985,08/08/2026,19:55,Saturday,Ice Cream,Frozen,1,£3.95,No,51,0,8,5.4,£3.95,19
T00986,16/08/2026,08:20,Sunday,Washing Liquid,Household,4,£3.99,No,45,1,5,3.5,£15.96,8
T00987,05/07/2026,17:40,Sunday,Chocolate Cookies,Bakery,2,£1.69,No,40,0,8,4.8,£3.38,17
T00988,06/06/2026,18:50,Saturday,Bin Bags,Household,2,£2.29,Yes,56,0,9,5.1,£4.58,18
T00989,15/06/2026,13:30,Monday,Cheddar Cheese,Dairy,1,£2.79,No,47,0,6,3.7,£2.79,13
T00990,11/08/2026,19:40,Tuesday,Washing Liquid,Household,1,£3.99,No,17,0,8,4.0,£3.99,19
T00991,16/07/2026,12:25,Thursday,Tomatoes,Fresh Produce,1,£1.49,No,7,0,6,3.6,£1.49,12
T00992,24/07/2026,14:20,Friday,Bottled Water 6pk,Drinks,2,£2.12,Yes,7,0,6,1.1,£4.24,14
T00993,30/06/2026,21:50,Tuesday,Cola 2L,Drinks,4,£1.75,No,46,0,7,1.3,£7.00,21
T00994,19/06/2026,16:25,Friday,White Bread,Bakery,1,£1.18,Yes,25,2,6,2.4,£1.18,16
T00995,15/06/2026,13:10,Monday,Cola 2L,Drinks,1,£1.75,No,23,0,8,5.2,£1.75,13
T00996,17/06/2026,13:25,Wednesday,Orange Juice,Drinks,3,£1.89,No,22,0,8,5.5,£5.67,13
T00997,23/06/2026,17:00,Tuesday,Frozen Pizza,Frozen,1,£3.49,No,18,0,6,3.3,£3.49,17
T00998,08/08/2026,18:15,Saturday,Bottled Water 6pk,Drinks,1,£2.49,No,24,1,6,5.1,£2.49,18
T00999,11/08/2026,14:05,Tuesday,Chocolate Cookies,Bakery,1,£1.69,No,3,0,4,3.0,£1.69,14
T01000,05/08/2026,15:35,Wednesday,Greek Yogurt,Dairy,3,£1.85,No,31,0,7,1.4,£5.55,15
